NAME,INDEX,KEYWORD,S,L,X_BMAD,Z,PX,PZ,BETX_BMAD,BETY_BMAD,DX_BMAD,BETX_MADX,BETY_MADX,DX_MADX,X_MADX
IP.1,2,Marker,0.0,0.0,-3.120223787295083e-14,0.0,1.1735902595076771e-14,0.0,1.0000013685954325,0.0016000522067236708,3.1828234222110057e-09,1.000000417049535,0.001600000557573768,2.4525964816735393e-10,0.0
QC1L1.1,4,Quadrupole,3.4002250210956806,1.2,8.615273406653155e-15,-2.33149829864805e-28,1.2048553018755447e-14,0.0,15.04566897830883,5999.682485055895,-4.189296464374182e-08,15.045645356861936,5999.876253352712,5.361409422889697e-10,0.0
QC1R2.1,6,Quadrupole,4.480225021095681,1.0,2.2755853366152393e-14,-3.2605587373161256e-28,1.466396425893707e-14,0.0,35.40947885962919,6958.4026833912685,-6.608432855746831e-08,35.40943747360718,6958.627375385861,7.599286492156133e-10,0.0
QC1R3.1,8,Quadrupole,5.560225021095681,1.0,4.098307944998195e-14,-4.812236828230992e-28,1.990853539997934e-14,0.0,82.76358067762726,5599.0710685552185,-1.0214414400412865e-07,82.76349838974535,5599.25183376824,1.1201980104761638e-09,0.0
QC2R1.1,10,Quadrupole,7.1102250210956806,1.25,6.744004137886298e-14,-7.114594477442848e-28,1.2424634955948146e-14,0.0,189.5646012082684,3247.3048354697357,-1.5553164744916856e-07,189.5644320402729,3247.409631200681,1.6585381530623998e-09,0.0
QC2R2.1,12,Quadrupole,8.440225021095682,1.25,7.670968792132539e-14,-7.523686116866969e-28,5.946334144173569e-16,0.0,226.04347197639686,2853.8806185744015,-1.7036461742174249e-07,226.04328225287503,2853.9726723343556,1.7901430288558188e-09,0.0
PQC2RE.1,14,Marker,8.440225021095682,0.0,7.670968792132539e-14,-7.523686116866969e-28,5.946334144173569e-16,0.0,226.04347197639686,2853.8806185744015,-1.7036461742174249e-07,226.04328225287503,2853.9726723343556,1.7901430288558188e-09,0.0
QT1.1,16,Quadrupole,11.00778344703248,1.0,7.784598458478424e-14,-7.5269203134957025e-28,-1.866270595089588e-16,0.0,200.50303904443703,3424.437001184673,-1.6139623946749693e-07,200.50289149781838,3424.547359023304,1.6474620902055813e-09,0.0
QC3.1,18,Quadrupole,16.07534187296928,3.5,9.044155745687699e-14,-7.855558929966746e-28,7.759013219115688e-15,0.0,199.22757456951572,3616.703407912608,-1.629673049442279e-07,199.22747584537797,3616.819793947704,1.5526722486203815e-09,0.0
QC4.1,20,Quadrupole,22.575409090553674,3.5,1.2777525787720747e-13,-9.12644295284474e-28,1.2715684231336306e-16,0.0,315.287221186627,1694.2443564097894,-2.0716794075628654e-07,315.28713134647614,1694.298707474628,1.8539236977267932e-09,0.0
BC1.1,22,Sbend,63.707516665043265,40.8321075744896,1.3301165724399766e-13,0.0,2.933902678214945e-16,0.0,69.44375337648128,9.127977597863946,0.0363382525317811,69.44390811277513,9.12811836508519,0.03633835753968965,0.0
QC5.1,24,Quadrupole,67.50751666504327,3.5,1.5506192143936445e-13,-9.070198913316641e-29,1.257476749326153e-14,0.0,77.43464991950992,1.702629769759434,0.04920930577241402,77.43486603033558,1.7026505759493882,0.04920941151937929,0.0
BC2.1,26,Sbend,68.70607308483619,0.8985564197929239,1.7013349279740297e-13,1.1102230246251565e-16,1.2480048873320997e-14,0.0,88.8528853229827,5.2101650952172,0.05578493727742015,88.85314275949047,5.210333785022612,0.055785050474533714,0.0
QC6.1,28,Quadrupole,72.50607308483619,3.5,1.9425025683828738e-13,1.1102230246240593e-16,-1.0844544014250485e-15,0.0,103.26465910250859,41.4548086741357,0.06896311968764494,103.26498583297632,41.456237441296246,0.06896324138105758,0.0
BC3.1,30,Sbend,113.63751008468493,40.83143699984875,1.496511248255672e-13,7.105427357601002e-15,-1.3660830501206146e-15,0.0,20.0903967857753,3670.536390107615,0.15717179211653343,20.0904097537942,3670.654817359112,0.15717180586043059,0.0
QC7.1,32,Quadrupole,117.43751008468493,3.5,1.551318247032151e-13,7.1054273576009916e-15,4.7720738604083416e-15,0.0,23.965551347377474,3742.752851828518,0.18187480489434912,23.965522458288188,3742.87277069696,0.18187478996608758,0.0
SY1R.1,34,Sextupole,117.88751008468493,0.15,1.5727925794040064e-13,7.105427357600987e-15,4.772073860432844e-15,0.0,25.000045179711876,3676.6688346425926,0.18649834458572395,25.000010426238376,3676.7866414587784,0.1864983283435504,0.0
SY1R.2,36,Sextupole,118.03751008468494,0.15,1.5799506901946743e-13,7.105427357600985e-15,4.772073860457571e-15,0.0,25.353411003713802,3654.77165653984,0.18803952448286057,25.353374251452827,3654.888763508196,0.18803950780270468,0.0
BC4.1,38,Sbend,150.16568128047643,31.828171195791494,3.113117402753218e-13,1.0658141036401503e-14,4.3794211103756606e-15,0.0,199.38063924094467,472.1432892987218,0.5311645263674868,199.37966373631969,472.1585600059083,0.5311644113135336,0.0
QY2.1,40,Quadrupole,153.96568128047647,3.5,3.061701805553917e-13,1.0658141036401471e-14,-8.025478403353676e-15,0.0,203.43919692802453,344.19228978505004,0.5357849735767205,203.43818568079328,344.2034746269397,0.5357848510209289,0.0
BC5.1,42,Sbend,196.20804042045765,41.942359139981164,-3.282096816548119e-14,7.105427357601002e-15,-8.537010612903519e-15,0.0,16.981143787514526,5.691525208008442,0.15319440657516414,16.981127591560824,5.6913916584024635,0.15319442944482303,0.0
