NAME,INDEX,KEYWORD,S,L,X_BMAD,Z,PX,PZ,BETX_BMAD,BETY_BMAD,DX_BMAD,BETX_MADX,BETY_MADX,DX_MADX,X_MADX
BS2.1,72,Sbend,392.3006242177747,9.4325317142785,8.790126889899558e-10,-2.425970535568922e-11,3.98991106327186e-11,6.0981708902042615e-06,31.028580239628138,64.17173333402079,0.06926257915061557,31.003266860729102,65.22838584388217,0.06926610038396185,-4.5894011648712934e-12
QS2.1,74,Quadrupole,394.40062421777475,1.8,9.40428102990503e-10,-2.425947314049606e-11,1.4815953330664203e-11,6.098170890204253e-06,30.91419421485857,62.07745848821692,0.0741130141978815,30.894072658255897,63.0213357218943,0.07411680057337143,-4.954043332201163e-12
BS3.1,76,Sbend,403.17833528765885,8.4777110698842,1.0707178562319923e-09,-2.425615264201042e-11,1.4872314519425107e-11,6.098113474288534e-06,25.577783281987262,72.21829702148518,0.08442490798071885,25.58391013075792,72.9176818655792,0.0844293364357696,-5.814109128055537e-12
QS3.1,78,Quadrupole,405.27833528765893,1.8,1.1381641420785446e-09,-2.4255920429297082e-11,5.5498084263691965e-11,6.098113474288512e-06,26.925430017117005,70.27457081580721,0.08975242165181678,26.93802833218547,70.86227655499525,0.08975714179527619,-6.217378199315305e-12
FG.1,80,Marker,422.6881900025521,0.0,2.1043718340201664e-09,-2.425399530776772e-11,5.5498084263691965e-11,6.098113474288512e-06,80.01567412850103,23.180846644344047,0.16601749874651167,80.11952517157026,22.890872221080258,0.16602618873386696,-1.1780132805350414e-11
SF1.1,82,Sextupole,424.3881900025521,1.4,2.198718001791297e-09,-2.425380732764649e-11,5.5498084051031126e-11,6.098113474288512e-06,87.43833101847633,20.793370061009004,0.17346446673044652,87.55413425240445,20.47005617225034,0.17347354437934248,-1.2323312687388738e-11
SF1.2,84,Sextupole,425.8881900025521,1.4,2.281964620065525e-09,-2.425364146283364e-11,5.549808382166684e-11,6.098113474288512e-06,94.31849514423857,19.01345836305012,0.18003532077910986,94.44529390981491,18.668463958437272,0.18004474053742262,-1.2802589053904073e-11
QFG2.1,86,Quadrupole,429.0881900025521,2.9,2.2938729356512968e-09,-2.425328761502155e-11,-5.872883290356448e-11,6.098113474288402e-06,95.72865538773868,18.765474735130198,0.18098130042959273,95.86078768041146,18.34390134446304,0.18099082099653035,-1.2894773313371657e-11
BG1.1,88,Sbend,452.89329081955435,23.505100817002,1.242250618344043e-09,-2.8197888468639576e-11,-2.9253188751755435e-11,4.968538857074722e-07,22.125724265403694,84.0872604577755,0.09806745791782903,22.150442510821744,82.88397121438874,0.09807327817483101,-7.220523062470929e-12
QDG1.1,90,Quadrupole,458.1932908195544,1.8,1.136924584256234e-09,-2.8197840719421833e-11,2.5962786359966836e-11,4.968538857074313e-07,17.89956751074822,100.23694386317463,0.08977525981532777,17.907501462428268,99.02886077943178,0.08978049794837607,-6.704034380346624e-12
BG1.2,92,Sbend,481.9983916365567,23.505100817002,2.101378453189806e-09,-3.182520913469489e-11,5.5437315889080734e-11,-5.104280209050394e-06,80.2235107686331,22.610101915934735,0.16602415096585052,80.12400769585096,22.88851732645312,0.1660331521912024,-1.2794007342010809e-11
QFG2.2,94,Quadrupole,488.39839163655665,2.9,2.290724512889697e-09,-3.182580151500416e-11,-5.863032822870004e-11,-5.1042802090505044e-06,95.99353158157226,17.93759220242834,0.1809894742686738,95.86642928137205,18.349965740403608,0.180998819789853,-1.3971725488066343e-11
BG1.3,96,Sbend,512.203492453559,23.505100817002,1.2414195539600659e-09,-3.576161589080584e-11,-2.915545920346327e-11,-1.0705288814905666e-05,22.174381875262057,81.77809296724163,0.09807391617036029,22.151528501011718,82.93882840691712,0.09807817346609903,-7.539817851316655e-12
QDG1.2,98,Quadrupole,517.5034924535589,1.8,1.1365906249022172e-09,-3.576264475889496e-11,2.6039911448008944e-11,-1.0705288814905707e-05,17.914316679319757,97.93516742190755,0.08978160909969152,17.907955274530497,99.0922164202452,0.08978496775991089,-6.8630066053967944e-12
BG1.4,100,Sbend,541.308593270561,23.505100817002,2.1028754779162107e-09,-3.9385383843182353e-11,5.551322200104758e-11,-1.630617193677807e-05,80.01566087851546,23.180868719520028,0.16603603297760414,80.12131999873411,22.891385002806494,0.16604030859060043,-1.2407096743240485e-11
SF1.3,102,Sextupole,543.0085932705608,1.4,2.197249641163212e-09,-3.9385886523666735e-11,5.551322178868267e-11,-1.630617193677807e-05,87.43832888917609,20.793384498930294,0.17348396056719032,87.55609562654554,20.47051472415327,0.17348830477511334,-1.2948862985305751e-11
SF1.4,104,Sextupole,544.5085932705607,1.4,2.2805208315257926e-09,-3.938633006457921e-11,5.55132215596209e-11,-1.630617193677807e-05,94.31849288996662,19.013469700988036,0.18005565108284477,94.44740965676421,18.66888215232022,0.18006006611471304,-1.3426892022434243e-11
QFG2.3,106,Quadrupole,547.7085932705606,2.9,2.2925817848701462e-09,-3.938727628230973e-11,-5.864323478183468e-11,-1.630617193677818e-05,95.72865319671988,18.765480758568845,0.18100193343722235,95.8629351332542,18.344312268222822,0.18100623920503417,-1.3472521186260454e-11
BG1.5,108,Sbend,571.5136940875627,23.505100817002,1.2429419785076057e-09,-4.333244874032971e-11,-2.91700277462292e-11,-2.1906929579587632e-05,22.125724377554498,84.08719874254842,0.09807701272097384,22.15093871799764,82.88582794335485,0.09808000838086614,-7.0668781512527945e-12
SD1.1,110,Sextupole,573.2136940875625,1.4,1.1933517689647914e-09,-4.333312408172435e-11,-2.917002595770133e-11,-2.1906929579587632e-05,19.859570532083474,91.75535956934642,0.09415733764230562,19.878837215845376,90.51449605191446,0.09416029748218457,-6.755273645524268e-12
SD1.2,112,Sextupole,574.7136940875624,1.4,1.1495957726726621e-09,-4.3333719970261334e-11,-2.917002429576482e-11,-2.1906929579587632e-05,18.191040296808193,98.85385277127361,0.09069880663248853,18.20526331574444,97.57995209843996,0.09070172903972133,-6.480328493322954e-12
QDG1.3,114,Quadrupole,576.8136940875622,1.8,1.138098849035179e-09,-4.3334554213677806e-11,2.6096960597551955e-11,-2.1906929579587672e-05,17.899568647821944,100.23686078201423,0.08978268891979382,17.907902615414095,99.03107919945988,0.08978567032556711,-6.375161536115399e-12
BG1.6,116,Sbend,600.6187949045644,23.505100817002,2.1057367655119563e-09,-4.696687483374262e-11,5.55686092722353e-11,-2.750756174825353e-05,80.2235217956426,22.610073086403357,0.1660293800702561,80.12580249799899,22.88903013098619,0.16603706437343516,-1.1393045072670006e-11
QFG2.4,118,Quadrupole,607.0187949045643,2.9,2.2955823882386373e-09,-4.6970067317122985e-11,-5.87372394775595e-11,-2.750756174825364e-05,95.99354417531652,17.93757691875648,0.18099377271452924,95.86857670566356,18.350376862623303,0.18100229485641536,-1.239537503972672e-11
BG1.7,120,Sbend,630.8238957215664,23.505100817002,1.2436771022750204e-09,-5.091749244456878e-11,-2.926524979188041e-11,-3.310806844769524e-05,22.17438220619772,81.77815468142153,0.09807056502840653,22.152024697576174,82.94068626627539,0.09807730999058831,-6.747484922779037e-12
QDG1.4,122,Quadrupole,636.1238957215662,1.8,1.138342751200404e-09,-5.092067451112417e-11,2.6016747838892605e-11,-3.310806844769528e-05,17.914315572865473,97.93525260262838,0.08977634804716128,17.90835641915582,99.09443606900011,0.08978321163801005,-6.2161039037115485e-12
BG1.8,124,Sbend,659.9289965385683,23.505100817002,2.104066046393349e-09,-5.455191853798169e-11,5.548717854734492e-11,-3.87084496828314e-05,80.01564987543651,23.180898070178685,0.16601750110552782,80.12311475632065,22.89189768888415,0.16603362714527034,-1.1779816805576704e-11
QFG2.5,126,Quadrupole,666.3289965385682,2.9,2.293537590228109e-09,-5.4556411051019136e-11,-5.8717944887765e-11,-3.870844968283151e-05,95.72864092727355,18.765496387691982,0.18098131468107845,95.86508249881254,18.344723111587992,0.18099892983854832,-1.2894428918268866e-11
BG1.9,128,Sbend,690.1340973555702,23.505100817002,1.2420638857701949e-09,-5.849898343512905e-11,-2.9247618209997496e-11,-4.430870545858091e-05,22.125724803602075,84.08713812694519,0.09806746068443474,22.15143488990886,82.88768454130934,0.0980776720458402,-7.220338084239534e-12
SD1.3,130,Sextupole,691.8340973555701,1.4,1.1923406554287051e-09,-5.850034941808329e-11,-2.92476164243234e-11,-4.430870545858091e-05,19.85957140609085,91.7552896394702,0.09414857591420327,19.87928249130396,90.51652353826354,0.09415836114157802,-6.960974379353595e-12
SD1.4,132,Sextupole,693.33409735557,1.4,1.1484672880219715e-09,-5.850155469528178e-11,-2.924761476546929e-11,-4.430870545858091e-05,18.191041515278652,98.85377419539599,0.09069074223386828,18.205671101879613,97.58213785719106,0.09070014563529341,-6.732124051419778e-12
QDG1.5,134,Quadrupole,695.4340973555699,1.8,1.1367529444702645e-09,-5.850324208282003e-11,2.5957557317652456e-11,-4.430870545858095e-05,17.89957040556113,100.23677691783618,0.08977526206014916,17.9083037376528,99.03329747529183,0.08978452025589098,-6.703865944456778e-12
