EL. NUMBER,S,BETX_PYAT,BETY_PYAT,DX_PYAT,DY_PYAT
134,719.5391981725733,81.41448113420338,22.450538760646307,0.16733294817723948,0.004380600220719326
135,720.9391981725732,87.56740678659338,20.488117696555904,0.1734657884862607,0.0043806002207197456
136,721.0391981725733,88.01725386989378,20.35837999501505,0.17390384850833385,0.0043806002207197456
137,722.4391981725732,94.46004654991164,18.68814541596209,0.18003668881735896,0.004380600220721431
138,722.7391981725733,95.87584312041342,18.3657177936338,0.18135086888357946,0.004380600220721431
139,725.6391981725733,95.87658178464956,18.368673375122466,0.18098272307962343,-0.004631470821020034
140,725.9391981725732,94.46092958309725,18.691745787889133,0.17959328183332,-0.004631470821020034
141,749.4442989895755,22.15419605860112,82.95889445899059,0.09806918521481145,-0.002305241383663822
142,752.9442989895755,17.909522481827175,99.10869302391596,0.0900008403720175,-0.002305241383663822
143,754.7442989895754,17.908923272937106,99.10466112703277,0.0897769490370764,0.0020546527495029234
144,755.0442989895753,18.206301433746717,97.65226462073747,0.09039334486193418,0.0020546527495029234
145,778.5493998065775,80.10729652472544,22.872062646929336,0.16602735645288166,0.004380884632064466
146,782.0493998065775,95.8451012002351,18.327519375793944,0.18136045266519366,0.004380884632064466
147,784.9493998065775,95.84437692090845,18.324563621664176,0.18099243722955402,-0.00463166639368649
148,785.2493998065775,94.4290528913759,18.646512439310005,0.17960293731144036,-0.00463166639368649
149,808.7545006235797,22.14585702847662,82.85883137489027,0.09807424371490613,-0.00230543695802405
150,812.2545006235798,17.904320927660926,99.00607446296739,0.09000521436173131,-0.00230543695802405
151,814.0545006235798,17.90492162485018,99.01010631469141,0.08978115955824141,0.002054665363032551
152,814.3545006235797,18.20244914747393,97.56046083639681,0.0903975591671473,0.002054665363032551
153,837.859601440582,80.13119578357633,22.906536192966538,0.1660318672278478,0.0043808972445897225
154,838.1596014405819,81.41448171767458,22.450537652340312,0.16734613640122092,0.0043808972445897225
155,839.5596014405819,87.56740739228235,20.48811680022532,0.17347939254362726,0.00438089724458444
156,839.6596014405819,88.01725447715876,20.35837911357051,0.17391748226808476,0.00438089724458444
157,841.0596014405819,94.46004717908778,18.68814473935156,0.18005073841048494,0.004380897244577753
158,841.3596014405817,95.87584375424662,18.365717160049325,0.18136500758385496,0.004380897244577753
159,844.2596014405817,95.87658237257348,18.36867308681807,0.18099670706667603,-0.004631873273176075
160,844.5596014405817,94.46093015739028,18.691745531885307,0.17960714508472173,-0.004631873273176075
161,868.0647022575839,22.15419595946375,82.95889905687487,0.09807358875841485,-0.00230564383792261
162,868.3647022575839,21.7241228105708,84.2763340240156,0.09738189560703664,-0.00230564383792261
163,869.7647022575838,19.881344655156894,90.59005544666016,0.09415399423394002,-0.0023056438379192414
164,869.8647022575839,19.76006826628823,91.05147829466343,0.09392342985014752,-0.0023056438379192414
165,871.2647022575838,18.20710753338049,97.65759661610808,0.09069552847705545,-0.002305643837915894
166,871.5647022575839,17.909522349061653,99.10869873698654,0.09000383532567889,-0.002305643837915894
167,873.3647022575839,17.90892311688276,99.104666930424,0.08977934157108296,0.0020543809503000094
168,873.6647022575837,18.206301271851768,97.65227035355407,0.09039565585616734,0.0020543809503000094
169,897.169803074586,80.10729594606777,22.872063801548432,0.16602327877797507,0.004380612833064921
170,900.669803074586,95.84510056642067,18.327520009403994,0.18135542369364238,0.004380612833064921
171,903.5698030745859,95.84437633300462,18.32456390999828,0.1809869928153052,-0.004631677695455443
172,903.8698030745859,94.42905231710269,18.6465126953443,0.17959748950667428,-0.004631677695455443
173,927.3749038915881,22.14585712761922,82.85882677707741,0.09806853027695359,-0.002305448258508199
174,930.8749038915882,17.904321060429673,99.00606874997166,0.08999946137224096,-0.002305448258508199
175,932.6749038915882,17.904921780907028,99.01010051136981,0.08977513109700147,0.0020543683438394474
176,932.9749038915882,18.202449309371303,97.56045510364794,0.09039144160015579,0.0020543683438394474
